school_uniform,0,844350,"/s,school_girl,schoolgirl,school_uniforms,seifuku"
underwear,0,836320,"shitagi,undergarments"
male_focus,0,794270,"boys_only,guys_only,male,male_only,man,men"
multicolored_hair,0,778066,multicolor_hair
closed_eyes,0,770438,eyes_closed
white_hair,0,769179,whitehair
pink_hair,0,758744,"magenta_hair,/pinkh,pinkhair"
yellow_eyes,0,755883,"amber_eyes,golden_eyes,golden_eyes,gold_eyes,hazel_eyes,hazeleyes,yelloweyes"
grey_hair,0,754381,gray_hair
ponytail,0,747502,"long_ponytail,pony_tail"
ahoge,0,707609,
photoshop_(medium),5,707227,
purple_hair,0,700074,"lavender_hair,/purpleh,purple-hair,purplehair,violet_hair"
swimsuit,0,699042,"bathing_suit,mizugi,swim_suit,swimsuits"
braid,0,683675,"braided_hair,braids,hair_braid"
panties,0,680859,"/p,pantie,pantsu,panty"
sidelocks,0,677694,"forelocks,payot"
short_sleeves,0,674996,/ssleeves
flower,0,672199,flowers
monochrome,0,670852,"/m,monochome,monochorme,monochromatic"
hair_ribbon,0,643179,"hair_ribbons,/hribbon,ribbon_hair_ornament,ribbon_in_hair,ribbons_in_hair"
heart,0,639651,"<3,hearts"
weapon,0,638035,weapons
ass,0,630452,"butt,butt_cheeks,buttocks,oshiri,rearend"
earrings,0,620311,"aqua_earrings,black_earrings,blue_earrings,brown_earrings,ear_ring,earring,ear_rings,green_earrings,grey_earrings,pink_earrings,purple_earrings,red_earrings,white_earrings,yellow_earrings"
cowboy_shot,0,615287,
thighs,0,612546,thigh
:d,0,593138,
translation_request,5,593098,"/tr,translate_request,translationrequest,translation_requested"
hetero,0,585326,
outdoors,0,583560,"outdoor,outside"
pantyhose,0,580209,"panty_hose,tights"
shoes,0,576483,shoe
comic,0,574228,"comics,manga"
translated,5,574047,"translatied,translation"
hair_bow,0,571521,"hairbow,hair_bows"
sweat,0,567866,sweating
red_hair,0,566383,"/redh,redhair,red_head,redhead"
teeth,0,548776,bared_teeth
frills,0,544450,"frill,frilled,frilly,ruffles"
open_clothes,0,543458,open_clothing
parted_lips,0,540122,
pleated_skirt,0,537968,
greyscale,0,533767,"black_and_white,b&w,grayscale"
bikini,0,531618,
nude,0,530451,naked
small_breasts,0,530292,
boots,0,524140,"boot,naked_boots"
hairband,0,515505,hair_band
multiple_boys,0,510591,/nboys
collared_shirt,0,507452,collared_blouse
kantai_collection,3,507247,"kancolle,kankore"
horns,0,504223,
censored,0,490449,"censor,censoring"
necktie,0,486253,"neck_tie,tie"
black_gloves,0,485016,black_glove
shorts,0,483803,short_pants
lying,0,478967,"laying,laying_down,lying_down"
food,0,478281,
pants,0,477652,"long_pants,slacks,trousers"
alternate_costume,0,474461,"/acos,alternate_outfit,alternate_outfit,alternative_costume"
sky,0,469692,sky_background
wings,0,467071,wing
one_eye_closed,0,466159,wink
sleeveless,0,465714,no_sleeves
detached_sleeves,0,455359,"armsleeves,detached_sleeve,/dsleeves,naked_sleeves"
green_hair,0,451717,"/greenh,greenhair"
virtual_youtuber,0,446906,vtuber
choker,0,445587,
penis,0,441815,"cock,cocks,dick,dicks"
socks,0,430827,"leghighs,naked_socks,sock"
pointy_ears,0,427911,"elf_ears,elven_ears,long_ears,pointed_ears,pointy_ear,pointy-ears"
medium_hair,0,427632,shoulder-length_hair
japanese_clothes,0,421108,"japanese_clothing,traditional_japanese_clothes,wafuku"
artist_name,0,420693,
tongue,0,411437,tongues
black_thighhighs,0,401604,
indoors,0,399483,
barefoot,0,394908,"bare_feet,barefeet,bare_foot"
glasses,0,392449,"megane,meganekko,meganeko"
pussy,0,390111,"manko,vagina,vulva"
hand_up,0,387811,"hand_raised,one_hand_raised,raised_hand"
solo_focus,0,382936,
puffy_sleeves,0,382000,"/psleeves,puffy_shoulders"
belt,0,377184,belts
official_alternate_costume,0,374153,"alternate_costume_(official),official_alternate_outfit"
day,0,362895,
hairclip,0,361003,"barrette,hair_clip,hair_clips,hairclips"
fang,0,347665,
fate_(series),3,343832,
official_art,5,343658,
bowtie,0,336885,"bow_tie,neck_bow"
2boys,0,334659,2boy
serafuku,0,329904,"sailor_fuku,/se"
black_skirt,0,329584,
signature,0,326259,"artist_signature,autograph,signed"
hood,0,325955,
white_gloves,0,324986,white_glove
elbow_gloves,0,324841,"/eg,long_gloves,opera_gloves"
midriff,0,320274,
blunt_bangs,0,318641,
cloud,0,311030,clouds
dark_skin,0,310176,"brown_skin,darkskin,dark_skin_female,dark_skinned_female"
speech_bubble,0,307863,"speech_balloon,text_bubble,word_bubble"
pink_eyes,0,307300,
halo,0,305219,
tongue_out,0,304358,
cat_ears,0,304343,"/cat,catears,nekomimi"
hair_flower,0,303077,"flower_hair_ornament,flower_in_hair,hairflower,hair_flowers,/hflower"
sailor_collar,0,301165,
white_dress,0,301163,
twitter_username,0,299231,artist_twitter
looking_at_another,0,298242,
looking_back,0,297313,"looking_over_shoulder,turning"
stomach,0,294065,
sword,0,293546,swords
pokemon,3,293377,"pocket_monsters,pokémon,pokemons"
holding_weapon,0,292913,
grey_background,0,290276,"gray_background,/graybg,/greybg"
sex,0,288548,"fuck,fucking"
blue_archive,3,286614,
miniskirt,0,285714,"mini_skirt,short_skirt"
fingerless_gloves,0,282841,fingerless_glove
mole,0,281195,beauty_mark
streaked_hair,0,278221,highlights
wide_sleeves,0,275125,/wsleeves
on_back,0,271910,"lying_on_back,supine"
necklace,0,271212,
two-tone_hair,0,269909,"/tth,two-tone-hair,two_tone_hair"
hair_bun,0,269664,hairbun
open_jacket,0,269317,"open_blazer,open_track_jacket"
hair_over_one_eye,0,269190,"eye_covering_bang,hair_over_eye,/hooe"
spread_legs,0,269054,"legs_spread,open_legs,spread_leg"
english_text,0,268565,english
chibi,0,265950,super_deformed
black_jacket,0,265732,black_blazer
cum,0,264046,"cumshot,semen,sperm"
white_thighhighs,0,263050,
black_dress,0,261256,
orange_hair,0,260395,
off_shoulder,0,260335,"off-shoulder,off_shoulders"
kimono,0,259974,
3girls,0,259890,3girl
nail_polish,0,259846,"colored_nails,nailpolish,nail_varnish,painted_nails"
star_(symbol),0,259584,
armpits,0,259094,"armpit,showing_armpits"
grin,0,256487,grinning
fate/grand_order,3,255079,fgo
coat,0,254576,
striped_clothes,0,252876,striped_clothing
black_eyes,0,251310,dark_eyes
from_behind,0,250540,"back_turned,viewed_from_behind"
sweatdrop,0,247955,"sweat_drop,sweat_drops,sweatdrops"
tears,0,246521,tear
rabbit_ears,0,246139,"bunny_ear,bunny_ears,rabbit_ear"
blurry,0,245886,blurred
bag,0,244142,bags
black_shirt,0,242626,black_blouse
hololive,3,242468,
from_side,0,242325,"side,side_view,viewed_from_side"
idolmaster,3,241592,"idol_master,idolm@ster,the_idolmaster"
yuri,0,239876,"girl_love,girl's_love,girls_love,lesbian,shoujo-ai"
genshin_impact,3,238296,genshin
water,0,234183,
vest,0,233982,
cape,0,232372,
huge_breasts,0,232271,"/hb,huge_boobs,huge_breast,huge_tits"
armor,0,232014,armour
red_bow,0,230438,
black_pantyhose,0,230056,
arm_up,0,227690,"arm_raised,one_arm_up,raised_arm"
scarf,0,226992,muffler
leotard,0,226617,
apron,0,226250,
character_name,0,221889,
sweater,0,221553,sweatshirt
clothes_lift,0,221277,
animal_ear_fluff,0,219066,
parted_bangs,0,217965,
high_heels,0,217601,"heels,highheels"
bra,0,216382,
feet,0,215956,foot
mosaic_censoring,0,215881,"mosaic_censor,pixel_censor,rough_censoring"
blue_sky,0,213453,
crop_top,0,213130,
vaginal,0,211519,"vaginal_penetration,vaginal_sex"
commission,5,208560,
bracelet,0,207161,"bracelets,wristlet"
collar,0,206803,
dated,0,203499,
completely_nude,0,203268,completely_naked
grey_eyes,0,202921,"gray_eyes,silver_eyes"
arms_up,0,201993,"arms_above,arms_above_head,arms_raised,hands_above_head,raised_arms"
:o,0,201646,:0
hands_up,0,197983,hands_raised
cup,0,197644,"cups,drinking_cup"
white_panties,0,197487,
looking_to_the_side,0,197344,"looking_aside,looking_to_side"
red_ribbon,0,196895,
fingernails,0,195942,"fingernail,finger_nails"
v-shaped_eyebrows,0,194234,
twin_braids,0,193049,"double_braid,twin_braid,twinbraid,twinbraids"
dark-skinned_female,0,192501,dark_skinned_female
chinese_commentary,5,192100,
aqua_eyes,0,191815,"cyan_eyes,teal_eyes,turquoise_eyes"
eyelashes,0,191170,eye_lashes
blue_skirt,0,191001,
puffy_short_sleeves,0,190787,short_puffy_sleeves
neckerchief,0,190623,
two_side_up,0,190035,two_sides_up
side_ponytail,0,188561,"side_tail,sidetail"
orange_eyes,0,188454,
flat_chest,0,186806,"flatchest,flat_chested,pettanko,titty_buds,tsurupeta"
multiple_views,0,184475,
black_shoes,0,183129,
tree,0,180562,trees
symbol-shaped_pupils,0,179382,symbol_shaped_pupils
sleeves_past_wrists,0,176899,sleeves_past_wrist
black_choker,0,176598,
fur_trim,0,175486,fur_lining
mole_under_eye,0,175482,
upper_teeth_only,0,173519,upper_teeth
thigh_strap,0,172931,"legband,thigh_band,thighband,thigh_belt,thigh_straps"
clothing_cutout,0,171961,
feet_out_of_frame,0,170722,
strapless,0,170573,
cat_tail,0,169068,cat_tails
covered_nipples,0,167867,"covered_erect_nipples,erect_nipple,erect_nipplees,erect_nipples,erect_nipples_under_clothes,errect_nipples,perky_nipples"
hand_on_own_hip,0,167650,"hand_on_hip,hand_on_waist"
toes,0,166872,
v,0,166840,"peace_sign,v_sign"
vocaloid,3,166149,"/vo,vocaloid_2,vocaloid_3"
sleeveless_shirt,0,165720,sleeveless_blouse
black_pants,0,165573,
sleeveless_dress,0,165383,
sparkle,0,164909,"sparkles,sparkling"
bar_censor,0,164810,"censor_bar,censor_bars"
see-through_clothes,0,164302,"see-through,seethrough,sheer_clothes,sheer_clothing,transparent_clothing"
wrist_cuffs,0,163286,"detached_cuffs,wrist_cuff,wristcuff,wristcuffs"
fake_animal_ears,0,163211,
no_humans,0,162512,no_human
pokemon_(creature),0,162224,
sketch,0,159729,"rough,rough_sketch,/sk"
fox_ears,0,159617,"/fox,kitsunemimi"
loli,0,159369,"lolicon,rori"
maid,0,159367,"maid_costume,maid_dress,maid_outfit,maids,maid_uniform"
legs,0,159208,leg
pillow,0,157419,"black_pillow,blue_pillow,green_pillow,grey_pillow,orange_pillow,pillows,pink_pillow,purple_pillow,red_pillow,white_pillow,yellow_pillow"
border,0,156927,"bordered,windowbox,windowboxed"
wet,0,156283,"soaked,wet_body,wet_skin"
torn_clothes,0,156044,"ripped_clothes,ripped_clothing,tornclothes,torn_clothing"
maid_headdress,0,156030,"maid_cachusha,maid_headband"
buttons,0,154955,button
groin,0,154907,"adonis_belt,hip_lines,mound_of_venus"
gun,0,154334,"firearm,guns"
black_bow,0,154150,
neck_ribbon,0,153797,
arknights,3,153157,mingri_fangzhou
ascot,0,152324,"cravat,jabot"
gradient_hair,0,152301,
muscular,0,151992,"muscle,muscles,muscular_male"
sash,0,151947,
short_shorts,0,151240,"booty_shorts,hot_pants,hotpants,minishorts"
white_socks,0,150800,white_kneehighs
gradient_background,0,150542,"/gbg,/gradientbg"
tattoo,0,149456,"tatoo,tattoos"
book,0,149114,books
bare_arms,0,147705,
colored_skin,0,147336,
cosplay,0,146307,
lips,0,146016,
pubic_hair,0,145982,"hairy_pussy,pubes,pubichair"
black_ribbon,0,145657,
uncensored,0,145374,"descensored,uncensoring"
head_tilt,0,145331,
hoodie,0,145307,
plaid_clothes,0,145095,plaid_clothing
black_panties,0,144789,
bare_legs,0,144619,
covered_navel,0,144429,clothed_navel
watermark,0,143668,"copyright_notice,watermarked"
one-piece_swimsuit,0,143036,"one-piece,one_piece_swimsuit"
blurry_background,0,142948,
window,0,142673,
detached_collar,0,141903,
black_hat,0,140901,
zettai_ryouiki,0,140683,"absolute_territory,zettai_ryouki,/zr"
floating_hair,0,140569,"hair_blowing,space_hair"
profile,0,139916,in_profile
blood,0,139714,
single_braid,0,139217,
makeup,0,138678,"make-up,make_up"
petals,0,138382,"flower_petals,petal"
pov,0,137092,male_pov
black_shorts,0,136599,
double_bun,0,136589,"buns,double_buns,double_hair_bun,hair_buns,odango,twin_bun,twin_buns"
hair_intakes,0,136419,hair_vents
kneehighs,0,135918,"knee_highs,kneehigh_socks,knee_socks,kneesocks"
mask,0,135774,masks
dress_shirt,0,135471,
azur_lane,3,135131,bilan_hangxian
blue_background,0,134787,"/bluebg,light_blue_background"
facial_hair,0,133726,
horse_ears,0,133477,
expressionless,0,133276,"emotionless,neutral_expression,unexpressive"
bodysuit,0,133032,body_suit
blue_dress,0,132280,dark_blue_dress
umamusume,3,131346,uma_musume
shiny_skin,0,131031,glistening_skin
aqua_hair,0,130754,"cyan_hair,teal_hair,turquoise_hair"
hug,0,130715,"embrace,hugging"
copyright_name,0,130630,"copyright_abbreviation,copyright_title,title_drop,title_name"
horse_girl,0,130406,pony_girl
turtleneck,0,130403,turtle_neck
black_boots,0,130015,
swept_bangs,0,129132,
white_jacket,0,129129,
capelet,0,129093,"mantle,shoulder_cape"
:3,0,128374,
bell,0,128185,bells
blue_bow,0,128011,
shadow,0,127861,shadows
night,0,127077,
dutch_angle,0,126561,
kneeling,0,126422,on_knees
sideboob,0,125837,"side_boob,side_boobs,sideboobs"
idolmaster_cinderella_girls,3,125476,cinderella_girls
anus,0,124891,"ass_hole,asshole,butt_hole,butthole"
leaning_forward,0,124783,
heterochromia,0,124781,odd_eye
highleg,0,124591,
skindentation,0,124581,
open_shirt,0,123543,"open_blouse,openshirt,/os,shirt_open"
low_twintails,0,123137,
on_bed,0,122519,
holding_sword,0,122104,"holding_katana,holding_rapier"
black_bikini,0,121965,"black_bikini_bottom,black_bikini_top"
scar,0,121477,scars
piercing,0,121402,"pierced,piercings"
saliva,0,121135,"drool,spit"
red_skirt,0,120292,
^_^,0,119330,^^
chinese_clothes,0,119269,
siblings,0,118535,
frown,0,117903,":(,:{,frowning"
4girls,0,117649,4girl
fruit,0,116711,fruits
alternate_hairstyle,0,116220,"/ahs,alternate_hair_style,alternative_hair_style,alternative_hairstyle"
pussy_juice,0,115845,"pussyjuice,pussy_juice_drip,vaginal_juices,wet_pussy"
bird,0,114753,birds
fangs,0,114562,
black_socks,0,113894,black_kneehighs
rose,0,113750,roses
one_side_up,0,113591,
bed,0,113482,
nose_blush,0,113480,
hatsune_miku,4,113311,/hm
soles,0,113204,sole
wavy_hair,0,112786,
playboy_bunny,0,112618,"bunnygirl,bunny_suit,bunnysuit,playboy_bunny_leotard"
blush_stickers,0,112591,blush_sticker
leaf,0,112443,leaves
beret,0,112337,
blue_shirt,0,112227,blue_blouse
animal,0,112164,animals
fox_tail,0,112139,
chain,0,111429,chains
holding_hands,0,110446,"hand_holding,handholding,holding_another's_hand"
thick_thighs,0,110425,"big_thighs,fat_thighs,thighthick,thunder_thighs"
honkai_(series),3,109831,
halterneck,0,109181,"halter,halter_top,haltertop"
cum_in_pussy,0,109176,"cum_inside,nakadashi"
phone,0,108783,telephone
thick_eyebrows,0,108650,
glowing,0,108612,glow
non-web_source,5,108546,
facial_mark,0,108533,"facial_marking,facial_markings,facial_marks"
depth_of_field,0,108186,"/dof,focus_blur"
blue_jacket,0,108102,blue_blazer
md5_mismatch,5,107978,
ocean,0,107357,sea
witch_hat,0,107321,"witches_hat,witchhat"
from_above,0,107055,"aerial_view,viewed_from_above,view_from_above"
no_bra,0,106908,
muscular_male,0,106722,
sandals,0,106429,sandal
erection,0,106059,erect_penis
headband,0,105813,head_band
holding_food,0,105761,
underboob,0,105523,"under_boob,underbreast"
headphones,0,105477,headphone
pink_background,0,105134,/pinkbg
embarrassed,0,105114,"embarassed,embarrased,embarrassing,embarrassment"
bob_cut,0,105071,"bobbed_hair,okappa"
looking_down,0,104426,
white_flower,0,103599,
sunglasses,0,103578,shades
hood_down,0,103205,
military,0,103187,
abs,0,102920,six_pack
black_hairband,0,102909,
cameltoe,0,102686,camel_toe
cat_girl,0,102680,catgirl
half-closed_eyes,0,102656,eyes_half_closed
frilled_dress,0,102613,"frilly_dress,ruffled_dress"
4koma,0,102610,"4coma,yonkoma"
happy,0,102349,
red_dress,0,101886,
bed_sheet,0,101461,"bedsheet,bed_sheets,bedsheets,sheet,sheets"
bottomless,0,101403,bottom_less
white_bikini,0,101362,"white_bikini_bottom,white_bikini_top"
military_uniform,0,101347,
bandages,0,101003,bandage
side-tie_bikini_bottom,0,100522,"side-tie_bikini,side_tie_bikini"
pectorals,0,100489,pecs
cum_on_body,0,100399,"cum_in_armpit,cum_on_arm,cum_on_armpit,cum_on_armpits,cum_on_arms,cum_on_back,cum_on_belly,cum_on_chest,cum_on_ear,cum_on_feet,cum_on_foot,cum_on_hand,cum_on_hands,cum_on_hips,cum_on_leg,cum_on_legs,cum_on_lower_body,cum_on_thigh,cum_on_thighs,cum_on_upper_body,semen_on_body,semen_on_lower_body,semen_on_upper_body"
no_panties,0,100201,nopan
love_live!,3,100079,
plaid_skirt,0,99939,tartan_skirt
dark-skinned_male,0,99871,dark_skinned_male
white_border,0,99795,
no_shoes,0,99755,
short_dress,0,99488,"mini_dress,minidress"
arm_support,0,99301,
back,0,98342,
drill_hair,0,98335,"doriru,drillhair"
chair,0,98145,chairs
fire_emblem,3,98113,"/fe,fireemblem"
lowres,5,97868,
white_skirt,0,97826,
white_bow,0,97804,
beach,0,97760,
groping,0,97689,"fondle,fondling,grope"
testicles,0,97197,balls
floral_print,0,96468,"floral_pattern,flower_print"
ass_visible_through_thighs,0,95951,"ass_fangs,butt_fangs,gluteal_fold"
thigh_boots,0,95937,"thighboots,thighhigh_boots"
on_side,0,95585,lying_on_side
korean_commentary,5,95414,
flying_sweatdrops,0,95376,flying_sweatdrop
bright_pupils,0,95094,
umbrella,0,94840,
transparent_background,0,94626,"/tbg,/transparentbg,transparent_gif,transparent_png"
demon_horns,0,94491,devil_horns
female_pubic_hair,0,94225,pubic_hair_(female)
squatting,0,93618,"crouch,crouched,crouching,squat"
heart-shaped_pupils,0,93617,heart_shaped_pupils
ring,0,93563,rings
arms_behind_back,0,93307,"/abb,arms_behind,hands_behind_back"
white_hat,0,92803,
traditional_media,5,92790,"handdrawn,/trad"
colored_inner_hair,0,92601,
animated,5,92205,animation
cleavage_cutout,0,92175,"boob_window,cleavage_window,heart_cleavage_cutout,tit_window"
portrait,0,92086,headshot_(composition)
stuffed_toy,0,92045,"plush,plush_toy,stuffed_doll"
crossed_arms,0,91934,"arms_crossed,arms_folded,folded_arms"
table,0,91910,
black_background,0,91564,/blackbg
eating,0,91534,
sharp_teeth,0,90878,"pointed_teeth,pointy_teeth,spiked_teeth"
demon_girl,0,90424,"demongirl,demon_girls,succubus"
standing_on_one_leg,0,90236,"on_one_foot,on_one_leg,standing_on_one_foot"
garter_straps,0,89690,garter_strap
from_below,0,88979,"low_angle,viewed_from_below,view_from_below"
cardigan,0,88907,
6+girls,0,88900,"6+girl,6girl,6girls,7girls,8girls,9girls"
wariza,0,88548,"w-legs,w_legs,w-sitting,w_sitting"
cat,0,88327,"cats,neko"
obi,0,88081,
furry,0,88055,"anthro,kemono"
fox_girl,0,87273,
wolf_ears,0,87231,"coyote_ears,ookamimimi"
oral,0,87202,
scan,5,87096,
shirt_lift,0,87095,"lift_shirt,shirtlift,shirt_up,/shl,tank_top_lift,top_lift"
leg_up,0,87034,one_leg_raised
high_ponytail,0,86989,
motion_lines,0,86930,
tank_top,0,86516,tanktop
clothes_pull,0,86127,
own_hands_together,0,85983,hands_together
final_fantasy,3,85911,"/ff,finalfantasy"
cellphone,0,85854,"cell_phone,keitai,mobile_phone"
headgear,0,85694,
helmet,0,85622,
antenna_hair,0,84457,"antennae_hair,double_ahoge"
mouth_hold,0,84221,
scrunchie,0,84073,scrunchy
sunlight,0,83982,sunshine
wavy_mouth,0,83915,
bound,0,83890,
crying,0,83687,cry
frilled_sleeves,0,83606,ruffled_sleeves
black_nails,0,83489,black_fingernails
copyright_request,5,83320,"/copy,series_request"
trembling,0,82989,"shiver,shivering,tremble"
grass,0,82828,
blue_ribbon,0,82739,
red_necktie,0,82648,
hakurei_reimu,4,82646,"/hr,reimu_hakurei"
crossed_legs,0,82521,"crossed_legs_(lying),crossed_legs_(sitting),crossed_legs_(standing),legs_crossed"
moon,0,82432,
pink_bow,0,82280,
eyepatch,0,81829,eye_patch
partial_commentary,5,81783,
magical_girl,0,81623,"magical_girls,magic_girl,mahou_shoujo"
x_hair_ornament,0,81603,
1other,0,81576,sole_other
feathers,0,81572,feather
thigh_gap,0,81523,
frilled_skirt,0,81492,"frilly_skirt,ruffled_skirt"
parody,0,81287,
variant_set,5,81202,
red_flower,0,81181,
cloudy_sky,0,80908,
light_smile,0,80905,"faint_smile,slight_smile"
hair_tubes,0,80753,hair_tube
fire,0,80420,"flame,flames"
3boys,0,80406,3boy
suit,0,80262,three-piece_suit
backpack,0,79862,"back_pack,ranset,rucksack"
plant,0,79565,plants
white_apron,0,79448,
eyes_visible_through_hair,0,79439,eye_through_hair
mob_cap,0,79374,"pillow_hat,pillowhat"
sleeping,0,79161,"asleep,sleep"
cross,0,79151,
yaoi,0,79073,"boy_love,boy's_love,boys_love,gay,shonen-ai,shounen-ai"
red_shirt,0,78999,red_blouse
bara,0,78755,
light_blush,0,78532,
ear_piercing,0,78377,"pierced_ear,pierced_ears"
skirt_lift,0,77460,"lifted_skirt,lifting_skirt,lift_skirt,skirtlift,skirt_up,skirt_up,/skl"
hololive_english,3,77354,
suspenders,0,77291,suspender
bottle,0,77210,bottles
blazer,0,77182,
denim,0,77142,
looking_up,0,77058,
elf,0,76986,"elf_ears,elven_ears"
game_cg,5,76934,"cg_game,game_asset,gamecg"
spiked_hair,0,76930,"spikey_hair,spiky_hair"
couple,0,76237,romance
mahou_shoujo_madoka_magica,3,76194,"madoka_magica,/msmm,/pmmm,puella_magi_madoka_magica"
gem,0,76136,"gems,gemstone,gemstones,jewel,jewels,precious_stone,precious_stones"
topless_female,0,75924,
?,0,75900,question_mark
holding_cup,0,75758,"holding_drinking_glass,holding_glass,holding_goblet,holding_mug,holding_sakazuki,holding_teacup"
black_leotard,0,75713,
red_bowtie,0,75684,
straddling,0,75508,straddle
bug,0,75368,"bugs,insect,insects"
horse_tail,0,75301,
paid_reward_available,5,75276,reward_available
skeb_commission,5,75109,
white_pupils,0,74978,
stuffed_animal,0,74952,"nuigurumi,plushie,plushies,plushy,stuffed_animals"
single_hair_bun,0,74856,"bun,hair_bun,hairbun"
clenched_teeth,0,74737,"gritted_teeth,gritting_teeth"
juliet_sleeves,0,74678,"puffy_shoulder_long_sleeves,puffy_shoulders_long_sleeves"
animal_print,0,74423,animalprint
crown,0,73959,
scar_on_face,0,73891,facial_scar
kirisame_marisa,4,73874,"/km,marisa_kirisame"
tassel,0,73544,"tassels,tassle"
holding_gun,0,73211,
t-shirt,0,73092,"t_shirt,tshirt"
shoulder_armor,0,72914,shoulder_armour
black_necktie,0,72741,
grey_shirt,0,72598,"gray_shirt,grey_blouse"
cover,0,72527,front_cover
honkai:_star_rail,3,72516,
;d,0,72438,
fellatio,0,72331,"blow_job,blowjob,felatio,sucking_cock,sucking_dick,sucking_penis"
grabbing_another's_breast,0,72286,"boob_grab,breast_grab,breasts_grab,grabbing_breasts"
outstretched_arms,0,72066,arms_outstretched
curtains,0,71992,"curtain,drapes"
slit_pupils,0,71942,"cat_eyes,snake_eyes"
sex_from_behind,0,71684,"from_behind_position,penetration_from_behind,taken_from_behind"
straight_hair,0,71447,
>_<,0,71384,><
sneakers,0,71363,tennis_shoes
robot,0,71215,
formal_clothes,0,70977,formal
outstretched_arm,0,70573,arm_outstretched
lifting_own_clothes,0,70550,lifted_by_self
pointing,0,70549,
on_stomach,0,70338,"lying_on_stomach,on_belly,on_front,prone"
head_wings,0,69738,headwings
aged_down,0,69698,"de-aged,younger"
bdsm,0,69687,
yellow_background,0,69572,/yellowbg
sisters,0,69552,
knee_boots,0,69467,"kneeboots,kneehigh_boots"
tiara,0,69361,
girl_on_top,0,69354,female_on_top
pantyshot,0,69342,"panchira,panty_flash,panty_shot"
knife,0,69198,knives
feathered_wings,0,69169,feather_wings
facing_viewer,0,68574,
crossover,0,68557,
underwear_only,0,68521,
bandaid,0,68148,"band-aid,band_aids,bandaids"
hat_ribbon,0,68096,"hatband,hat_ribbons"
katana,0,68035,katanas
eyewear_on_head,0,68014,"glasses_on_head,sunglasses_on_head"
messy_hair,0,67950,"bed_head,morning_hair"
girls'_frontline,3,67911,girls_frontline
skin_fang,0,67895,"flesh_fang,lip_fang"
breasts_out,0,67832,"breasts_out_of_clothes,breasts_outside"
fishnets,0,67732,fishnet
blue_sailor_collar,0,67723,
wing_collar,0,67461,
nijisanji,3,67408,
girls_und_panzer,3,67386,
kiss,0,67368,kissing
rabbit_tail,0,67335,bunny_tail
pink_dress,0,67255,
strapless_leotard,0,67117,
black_belt,0,67064,
hand_on_own_chest,0,67042,"hand_on_chest,hand_to_chest,hand_to_own_chest"
